experiment_id,data_version,assortment_version,inventory_version,simulation_rule_version,tiss_version,model_version,decision_date,node_id,node_type,rdc_id,fdc_id,sku_id,demand_forecast_qty,forecast_daily_mean_qty,historical_demand_std_qty,lead_time_days,replenishment_window_days,service_factor,demand_during_lead_time_qty,uncertainty_buffer_qty,safety_stock_qty,target_inventory_qty,current_inventory_position_qty,assortment_mask,eligible_mask,constraint_projection_flag
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000075,4.44,1.647557,0.804166,2,3,1.28,3.295115,1.455696,5,10,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000076,7.2,2.671714,1.2454,2,3,1.28,5.343429,2.254415,8,17,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000077,4.45188,2.143425,1.412409,2,3,1.28,4.28685,2.556733,7,14,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000079,5.04,1.8702,0.981981,2,3,1.28,3.7404,1.777575,6,12,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000080,5.824472,2.061224,1.012675,2,3,1.28,4.122448,1.833138,6,13,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000081,3.84,1.424914,1.216385,2,3,1.28,2.849829,2.201892,6,11,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000082,4.8,1.781143,1.545236,2,3,1.28,3.562285,2.797176,7,13,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000083,3.24,1.202272,0.731053,2,3,1.28,2.404543,1.323347,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000084,5.28,1.959257,1.17803,2,3,1.28,3.918515,2.132462,7,13,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000085,3.12,1.157743,1.066656,2,3,1.28,2.315485,1.930854,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000086,2.64,0.979628,1.145087,2,3,1.28,1.959257,2.072829,5,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000087,4.2,1.5585,1.18397,2,3,1.28,3.117,2.143215,6,11,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000088,3.12,1.157743,0.960973,2,3,1.28,2.315485,1.739547,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000089,4.44,1.647557,1.440575,2,3,1.28,3.295115,2.607719,6,11,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000090,4.8,1.781143,1.11575,2,3,1.28,3.562285,2.019723,6,12,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000091,4.56,1.692086,1.315139,2,3,1.28,3.384171,2.380656,6,12,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000092,3.72,1.380386,1.08032,2,3,1.28,2.760771,1.955588,5,10,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000093,3.6,1.335857,0.997446,2,3,1.28,2.671715,1.80557,5,10,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000094,3.36,1.2468,0.801784,2,3,1.28,2.4936,1.451384,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000095,4.32,1.603028,1.129385,2,3,1.28,3.206057,2.044405,6,11,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000096,3.48,1.291328,0.905623,2,3,1.28,2.582657,1.639353,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000097,2.52,0.9351,0.871165,2,3,1.28,1.8702,1.576977,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000098,3.36,1.2468,1.069045,2,3,1.28,2.4936,1.935178,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000099,3.12,1.157743,1.066656,2,3,1.28,2.315485,1.930854,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000100,5.16,1.914728,1.051602,2,3,1.28,3.829457,1.903603,6,12,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000101,3.72,1.380386,0.976118,2,3,1.28,2.760771,1.766962,5,10,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000102,2.52,0.9351,0.784902,2,3,1.28,1.8702,1.420824,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000103,3.12,1.157743,0.84213,2,3,1.28,2.315485,1.524418,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000104,3.12,1.157743,0.798596,2,3,1.28,2.315485,1.445613,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000105,2.4,0.890572,0.749149,2,3,1.28,1.781143,1.356105,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000106,2.76,1.024157,0.888561,2,3,1.28,2.048315,1.608467,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000108,2.4,0.890572,0.880631,2,3,1.28,1.781143,1.594112,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000109,2.64,0.979628,0.90068,2,3,1.28,1.959257,1.630405,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000110,4.08,1.513972,1.113461,2,3,1.28,3.027943,2.01558,6,11,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000111,3.12,1.157743,1.066656,2,3,1.28,2.315485,1.930854,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000113,2.64,0.979628,0.90068,2,3,1.28,1.959257,1.630405,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000114,2.16,0.801514,0.854161,2,3,1.28,1.603029,1.546197,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000115,3.36,1.2468,1.0,2,3,1.28,2.4936,1.810193,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000117,3.36,1.2468,0.92582,2,3,1.28,2.4936,1.675913,5,9,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC001,FDC,RDC001,FDC001,SKU000118,1.8,0.667928,0.680449,2,3,1.28,1.335857,1.231744,3,6,0,true,true,false
